ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price,Mileage,Engine Power,Purchased Date,Car Sale Status,Sold Date,Purchased Price,Sold Price,Margin,Sales Agent Name,Sales Rating,Sales Commission,Feedback
eece7850-b8c6-494e-a9f4-4ad220334e54,Distributor C,Location X,Model X,Manufacturer A,Truck,Blue,Automatic,4,2,Petrol,2019,7500,37630,104,2018-06-01,Un Sold,,6981,,,Agent E,5,0,Excellent
a9f459fe-4e99-4bfa-8bab-07a3351f5cb6,Distributor B,Location X,Model Y,Manufacturer C,Truck,Black,Automatic,4,4,Electric,2023,8600,47227,105,2021-11-14,Un Sold,,8018,,,Agent A,2,0,Good
8bcb1cb0-a974-4a9d-9c70-0e35e86b72fc,Distributor D,Location W,Model Y,Manufacturer A,Truck,White,Automatic,5,4,Petrol,2019,7500,1030,110,2022-03-17,Un Sold,,6736,,,Agent C,2,0,Average
d7d7ebcb-ec86-4b96-8d0d-4a289375805e,Distributor B,Location W,Model Z,Manufacturer A,SUV,Red,Automatic,2,4,Electric,2017,9700,6764,95,2022-04-17,Un Sold,,8149,,,Agent C,1,0,Good
75167165-c77b-4319-a35f-807e8b0bd34d,Distributor B,Location Z,Model Z,Manufacturer A,Hatchback,Gray,Manual,4,5,Petrol,2022,6200,40595,104,2015-03-14,Un Sold,,5503,,,Agent B,1,0,Good
abca39df-a133-4979-a78d-3c809bb8df52,Distributor D,Location Z,Model X,Manufacturer A,Sedan,Blue,Automatic,5,4,Electric,2024,8000,73919,108,2024-07-17,Un Sold,,6552,,,Agent B,5,0,Excellent
35c924ee-998d-487b-995b-b27a4da67c49,Distributor C,Location Y,Model X,Manufacturer A,Truck,Red,Manual,5,4,Electric,2020,8900,40529,97,2021-08-25,Un Sold,,7850,,,Agent A,1,0,Good
af2c5916-6a13-4f69-9112-eee8260e62e5,Distributor A,Location Z,Model X,Manufacturer A,Hatchback,Gray,Manual,4,2,Electric,2016,8300,11942,102,2017-10-30,Sold,2019-05-01,7531,7521,-0.1327844907714779,Agent C,1,0,Good
e98b9c5b-20f9-4f25-a6ca-9c2ae3bfb271,Distributor A,Location W,Model X,Manufacturer C,Sedan,Gray,Manual,5,4,Diesel,2021,6900,17374,108,2020-04-19,Un Sold,,6294,,,Agent C,1,0,Excellent
bacfa71b-f215-4a1c-a3f9-c56a76d59771,Distributor B,Location Z,Model Y,Manufacturer B,Truck,Red,Manual,4,4,Diesel,2019,7600,72555,102,2022-02-01,Un Sold,,6001,,,Agent C,2,0,Average
de1e5722-88f2-4e3b-8fbf-8ac6574156bb,Distributor C,Location W,Model Y,Manufacturer A,Truck,White,Automatic,5,4,Hybrid,2021,8300,352277,107,2015-10-17,Un Sold,,7319,,,Agent C,1,0,Average
12135ec7-c7d2-4044-99fc-7e92257c2fe5,Distributor B,Location Y,Model Z,Manufacturer B,Truck,Blue,Manual,5,5,Hybrid,2017,8700,54979,189,2022-07-30,Un Sold,,7761,,,Agent B,3,0,Excellent
9cb6c624-b22f-409f-9dbe-6ec5275c5dd5,Distributor D,Location W,Model Y,Manufacturer B,Truck,White,Automatic,5,2,Electric,2015,9400,49540,103,2017-02-25,Un Sold,,7669,,,Agent C,3,0,Poor
e80c5ef7-8547-44a3-b0cf-36ebeb062900,Distributor C,Location X,Model Z,Manufacturer B,Truck,Black,Automatic,2,5,Diesel,2015,8000,12390,114,2023-08-08,Un Sold,,7328,,,Agent A,3,0,Average
3f3bbf02-6b63-4d86-b619-5522b556d16c,Distributor D,Location Y,Model Y,Manufacturer C,Sedan,Red,Manual,4,5,Hybrid,2015,8400,655484,101,2022-04-07,Un Sold,,7624,,,Agent E,4,0,Good
699d2490-3373-4dee-960d-62d9e6a71713,Distributor B,Location X,Model Y,Manufacturer C,Hatchback,Gray,Manual,4,4,Diesel,2023,6200,37986,101,2021-07-17,Un Sold,,5086,,,Agent B,1,0,Good
b87b9d90-c071-4ab4-99bf-59c833586967,Distributor B,Location Z,Model Y,Manufacturer B,Sedan,Red,Manual,4,5,Electric,2020,8400,46325,109,2020-06-01,Un Sold,,7552,,,Agent C,1,0,Good
3edc57f5-7bd0-49f9-b0cd-268ad15f4d47,Distributor A,Location Y,Model Y,Manufacturer C,Sedan,Black,Automatic,5,4,Hybrid,2020,7900,73776,106,2015-11-06,Un Sold,,6082,,,Agent C,5,0,Average
471b2b84-bbb5-4867-973e-5168f8285750,Distributor B,Location W,Model Z,Manufacturer C,Truck,Black,Automatic,2,4,Electric,2020,8900,20539,97,2021-06-21,Un Sold,,7803,,,Agent B,3,0,Good
72a75e7b-6805-434b-852b-6be108f58286,Distributor C,Location W,Model Y,Manufacturer A,Truck,Blue,Automatic,2,4,Diesel,2018,7700,47494,102,2019-12-26,Un Sold,,5731,,,Agent A,4,0,Good
155cc66d-9ab7-4426-ae81-e498107acf3d,Distributor A,Location Z,Model Z,Manufacturer A,Convertible,White,Manual,5,4,Hybrid,2016,10300,54537,94,2020-06-16,Un Sold,,9061,,,Agent D,3,0,Excellent
07e15b78-7396-43bc-9687-19b912569e1e,Distributor D,Location W,Model Y,Manufacturer A,Truck,Red,Automatic,2,2,Petrol,2016,7800,34379,349,2023-10-09,Un Sold,,5959,,,Agent E,1,0,Average
c08a48a0-9b54-4751-b125-d0b169762223,Distributor B,Location Y,Model Z,Manufacturer B,Truck,Black,Manual,5,4,Hybrid,2017,8700,583570,97,2015-01-10,Un Sold,,7639,,,Agent B,2,0,Good
68447447-873d-4dd9-8337-89bbf69f5243,Distributor C,Location W,Model X,Manufacturer A,Hatchback,Black,Manual,4,4,Diesel,2022,6300,60964,100,2022-10-16,Un Sold,,5654,,,Agent A,2,0,Excellent
ebe8b684-6bc2-436a-a8c0-5b9ab085d076,Distributor C,Location W,Model Z,Manufacturer C,Truck,Red,Automatic,4,4,Electric,2018,9100,51542,108,2020-05-24,Un Sold,,7383,,,Agent B,3,0,Good
7f89b1e3-b82d-4e8f-b4ee-ca1aac9d6522,Distributor B,Location Z,Model Z,Manufacturer C,Truck,Black,Automatic,4,4,Hybrid,2018,8600,37368,105,2022-09-18,Un Sold,,7711,,,Agent D,4,0,Good
5d80541b-c936-4faf-b62f-f635cc4ced17,Distributor D,Location Z,Model Y,Manufacturer A,Truck,White,Automatic,2,4,Diesel,2018,7700,611420,131,2018-04-26,Sold,2024-06-05,5780,5789,0.15570934256055363,Agent B,4,0.018000000000000002,Average
09c037e8-0596-49b1-8fd9-dec7feb23ed5,Distributor C,Location Y,Model Y,Manufacturer B,Truck,Blue,Manual,4,2,Hybrid,2018,8600,79290,91,2020-12-30,Un Sold,,7585,,,Agent A,1,0,Average
86017e7d-cff9-41b6-b2b2-b2426f457c87,Distributor B,Location Z,Model Z,Manufacturer A,Truck,Gray,Automatic,5,5,Diesel,2015,8000,58091,108,2020-03-27,Sold,2022-08-12,6117,6129,0.196174595389897,Agent B,3,0.024,Excellent
05a01179-0463-4ec3-a20b-cde50a05f5f7,Distributor C,Location X,Model Z,Manufacturer B,Truck,Blue,Automatic,4,5,Petrol,2022,7200,368106,100,2022-06-07,Un Sold,,5853,,,Agent D,2,0,Average
98bbc17a-34e6-4447-8def-5f6037d6fdf1,Distributor A,Location W,Model X,Manufacturer C,Truck,White,Manual,4,4,Petrol,2023,7100,3577,233,2023-04-02,Un Sold,,5678,,,Agent A,2,0,Good
0f29deda-a5d8-4c5c-b929-d33598fb5323,Distributor B,Location Y,Model X,Manufacturer B,Sedan,Red,Manual,5,2,Hybrid,2023,7600,36986,109,2024-05-21,Un Sold,,7024,,,Agent D,1,0,Average
4c06fbde-97fd-4621-bdfc-e8e96a017756,Distributor A,Location Z,Model Y,Manufacturer C,Truck,Red,Automatic,5,4,Diesel,2024,7100,55619,93,2018-02-19,Un Sold,,6000,,,Agent C,5,0,Average
1ccb1653-62ad-4153-9d90-5ce76ea2b7e9,Distributor A,Location X,Model Z,Manufacturer C,Truck,White,Manual,7,2,Petrol,2017,7700,31950,102,2019-12-04,Sold,2019-08-28,7134,7128,-0.08410428931875526,Agent C,2,0,Average
3e95234a-52bf-4d43-b541-fe38aa897755,Distributor D,Location W,Model X,Manufacturer B,Truck,Gray,Automatic,2,2,Hybrid,2023,8100,56476,91,2015-03-18,Un Sold,,6548,,,Agent B,5,0,Excellent
deaf88a7-ebe9-46af-848f-5745c8b46600,Distributor B,Location W,Model X,Manufacturer B,Convertible,White,Automatic,4,4,Electric,2017,10700,9288,109,2024-02-06,Un Sold,,10133,,,Agent A,2,0,Excellent
af3db539-0772-4031-9603-fa184579759c,Distributor D,Location Y,Model Z,Manufacturer B,Hatchback,Blue,Manual,7,5,Electric,2023,7600,535334,103,2024-08-20,Un Sold,,6332,,,Agent E,2,0,Average
195ba301-3829-4ba4-a71a-0ec487b72688,Distributor D,Location Z,Model Y,Manufacturer B,SUV,Red,Manual,5,4,Petrol,2015,8400,51352,104,2016-12-02,Sold,2023-07-16,7375,7372,-0.04067796610169491,Agent B,1,0,Average
bebcbeda-3632-4dfc-802e-da0abce55431,Distributor A,Location X,Model X,Manufacturer C,Truck,Black,Manual,5,2,Diesel,2021,7400,42036,269,2022-09-16,Un Sold,,5556,,,Agent D,4,0,Excellent
4dd97614-224b-4eca-833b-9802c6d5a2ed,Distributor B,Location Z,Model X,Manufacturer B,Convertible,Blue,Automatic,4,4,Petrol,2016,9300,53717,92,2019-07-20,Un Sold,,8185,,,Agent C,2,0,Excellent
1bc50038-84e5-493e-9c6c-64fb66849200,Distributor A,Location Y,Model X,Manufacturer B,Hatchback,Red,Automatic,2,4,Diesel,2015,7000,31616,96,2019-05-11,Un Sold,,5456,,,Agent D,2,0,Good
c307a9e2-b078-4a6b-a48a-d4b0fef5b530,Distributor A,Location Z,Model Z,Manufacturer A,Truck,Black,Automatic,5,4,Diesel,2024,7100,3078,305,2017-08-07,Un Sold,,6437,,,Agent D,3,0,Poor
f496c4a3-377f-461c-87e4-1738d832d3de,Distributor C,Location W,Model Z,Manufacturer A,SUV,Black,Manual,4,4,Petrol,2021,7800,67993,93,2016-12-14,Un Sold,,6563,,,Agent D,4,0,Excellent
dfc8de7c-1f12-45ad-8c62-a432b7721f21,Distributor C,Location W,Model Z,Manufacturer A,Convertible,Red,Automatic,2,4,Electric,2016,10800,4584,93,2017-12-21,Sold,2020-07-13,9760,9757,-0.03073770491803279,Agent C,2,0,Good
de99638b-c04e-4393-a7f4-a3b6a87063fc,Distributor A,Location X,Model Y,Manufacturer B,Truck,Black,Automatic,5,4,Petrol,2022,7200,3931,99,2017-09-04,Un Sold,,6417,,,Agent C,4,0,Good
8e464563-96c8-4a0f-8a50-cddb5da2b97e,Distributor C,Location Z,Model X,Manufacturer A,Truck,Red,Manual,5,4,Diesel,2019,7600,26055,90,2015-11-04,Un Sold,,5967,,,Agent E,5,0,Excellent
74ebef66-2911-4f47-976a-1e45a8d35381,Distributor B,Location Z,Model X,Manufacturer B,Truck,Blue,Manual,5,4,Petrol,2018,7600,13356,108,2024-06-09,Sold,2024-08-05,6820,6807,-0.1906158357771261,Agent A,2,0,Good
148bc498-2704-4835-b322-74f4705725a0,Distributor A,Location Z,Model X,Manufacturer A,Truck,Red,Manual,5,4,Hybrid,2016,8800,7721,90,2023-07-04,Un Sold,,8097,,,Agent B,2,0,Excellent
2f9cbb10-e599-42a7-8c03-1f3b758009d6,Distributor B,Location X,Model Y,Manufacturer C,Truck,Gray,Automatic,4,4,Hybrid,2021,8300,54266,108,2024-08-13,Un Sold,,7184,,,Agent A,4,0,Poor
11cb4cac-7233-4694-8f7c-8d36ed1e88d6,Distributor A,Location X,Model X,Manufacturer A,Truck,White,Automatic,4,2,Hybrid,2022,8200,57424,103,2024-07-06,Un Sold,,6721,,,Agent A,5,0,Excellent
b604fa36-f029-4b35-b5b4-8ad7bdd9c88a,Distributor A,Location X,Model X,Manufacturer B,Truck,Black,Automatic,4,4,Petrol,2021,7300,7816,98,2017-02-19,Un Sold,,6596,,,Agent B,5,0,Good
6556713e-b204-4128-b253-37c907f6a308,Distributor B,Location X,Model X,Manufacturer B,Truck,White,Manual,2,4,Petrol,2020,7400,56688,92,2017-06-04,Un Sold,,6886,,,Agent B,4,0,Good
c1d5cc50-e17b-4adb-947f-d5f70e8c42c4,Distributor B,Location W,Model Z,Manufacturer B,Truck,Red,Manual,5,4,Diesel,2024,7100,52519,108,2018-08-30,Sold,2018-11-15,5967,5963,-0.06703536115300822,Agent D,1,0,Excellent
87d248b0-81f9-41ac-85a0-0885b3880a3b,Distributor A,Location Y,Model Z,Manufacturer C,Truck,Black,Automatic,7,4,Hybrid,2020,8400,30624,103,2023-01-02,Un Sold,,7521,,,Agent B,4,0,Average
02ae6b50-8c91-4c32-ae6e-84115e04e5cb,Distributor D,Location Y,Model Z,Manufacturer C,Truck,Red,Automatic,5,4,Hybrid,2020,8400,17857,99,2016-05-10,Un Sold,,7862,,,Agent D,2,0,Poor
ef8e94a0-9a69-4165-9400-4751bd80f277,Distributor C,Location W,Model X,Manufacturer C,Truck,Black,Manual,5,4,Diesel,2022,7300,540248,131,2024-04-14,Un Sold,,6724,,,Agent B,2,0,Excellent
137f475a-a591-4ba6-83cd-b7c8ea5133e6,Distributor D,Location X,Model X,Manufacturer B,Truck,Gray,Manual,5,4,Diesel,2020,7500,51848,93,2019-03-20,Un Sold,,5698,,,Agent E,1,0,Good
f8d712f7-cccd-424f-acd5-dca2785a3dc5,Distributor C,Location X,Model X,Manufacturer B,Hatchback,Black,Automatic,5,2,Hybrid,2023,7100,54310,102,2018-09-30,Un Sold,,5623,,,Agent C,3,0,Average
443f01bc-a9da-43c8-a136-6b03ddba203a,Distributor C,Location X,Model X,Manufacturer A,Truck,Blue,Manual,2,4,Electric,2019,9000,773318,107,2024-04-16,Un Sold,,7161,,,Agent C,3,0,Poor
b003c4df-88ae-4891-8efc-033ae122c6cd,Distributor B,Location X,Model X,Manufacturer A,Sedan,Red,Manual,5,4,Hybrid,2017,8200,1927,101,2016-01-05,Un Sold,,7240,,,Agent D,3,0,Good
b35d60c8-d7b3-4e20-af00-1c2de6b01522,Distributor B,Location X,Model Z,Manufacturer A,Truck,Blue,Manual,4,5,Electric,2016,9300,31415,140,2020-05-23,Un Sold,,8622,,,Agent B,4,0,Good
9846c733-7c40-4256-a57e-47ae2903bb91,Distributor B,Location W,Model X,Manufacturer A,Sedan,Red,Manual,5,4,Diesel,2024,6600,56318,109,2020-08-03,Un Sold,,5741,,,Agent E,5,0,Good
46904806-084f-4a52-a902-04e3b5a30148,Distributor A,Location X,Model Y,Manufacturer B,Truck,Blue,Manual,4,4,Electric,2016,9300,71082,100,2017-01-05,Un Sold,,8368,,,Agent D,2,0,Excellent
df78e571-0f8f-42ca-a983-bd0412fd557b,Distributor B,Location W,Model Y,Manufacturer B,Truck,White,Manual,5,2,Electric,2015,9400,15103,102,2015-07-10,Un Sold,,8330,,,Agent B,5,0,Average
df6840dd-4fc3-4211-ad4f-a1bc788f2e24,Distributor C,Location Z,Model Z,Manufacturer A,Truck,Black,Manual,4,4,Diesel,2019,7600,69645,143,2016-10-28,Un Sold,,6151,,,Agent B,4,0,Excellent
f642f4fe-e23c-436f-b335-c3c124d26ea7,Distributor A,Location Z,Model X,Manufacturer A,Truck,Gray,Manual,2,4,Electric,2022,8700,44355,213,2024-02-05,Un Sold,,7127,,,Agent E,3,0,Poor
34b8352c-2856-424e-9d0e-ff521f8b072b,Distributor A,Location Z,Model Y,Manufacturer C,Truck,Blue,Automatic,4,2,Diesel,2021,7400,70591,92,2023-12-09,Un Sold,,6669,,,Agent D,4,0,Excellent
3d67a4d3-eaed-4080-b720-f3e2bd4d4a73,Distributor A,Location X,Model Z,Manufacturer B,Truck,Blue,Manual,7,4,Diesel,2024,7100,42462,100,2020-10-06,Un Sold,,5861,,,Agent C,3,0,Good
00bc4ba6-ab88-4fc8-8a00-02255ca970a7,Distributor B,Location W,Model Y,Manufacturer B,Convertible,White,Manual,4,4,Electric,2018,10600,72864,108,2016-07-18,Un Sold,,9982,,,Agent A,3,0,Good
7f2e67c9-2106-4916-8f1e-0e9e535a6722,Distributor A,Location X,Model X,Manufacturer B,Truck,Black,Manual,5,4,Hybrid,2024,8000,48066,94,2020-07-05,Sold,2021-11-11,6531,6546,0.22967386311437757,Agent B,2,0.03,Good
131f8e7c-37e8-4018-b40a-c49e44a05ba6,Distributor B,Location Y,Model Z,Manufacturer B,Truck,Red,Automatic,4,4,Electric,2018,9100,933014,101,2023-09-24,Un Sold,,7460,,,Agent A,1,0,Excellent
6388f84e-b09f-4f8d-a8f2-a688dfcd4e72,Distributor A,Location W,Model X,Manufacturer B,Truck,Blue,Manual,4,4,Electric,2023,8600,74887,104,2017-01-23,Sold,2017-09-11,7279,7288,0.12364335760406649,Agent E,3,0.018000000000000002,Average
7e3759de-93d2-4ee6-a1c6-c276007bb707,Distributor B,Location X,Model X,Manufacturer A,Truck,White,Manual,5,4,Hybrid,2017,8700,69197,103,2015-06-09,Un Sold,,7078,,,Agent A,2,0,Average
2526aec6-e04c-431c-b1f4-9d4c626948e1,Distributor D,Location W,Model Z,Manufacturer C,Sedan,White,Automatic,4,5,Hybrid,2017,8200,42794,91,2020-12-25,Un Sold,,6454,,,Agent C,3,0,Excellent
079dac14-92ac-4c4c-9e77-c3f1687b10c0,Distributor D,Location W,Model Z,Manufacturer A,Sedan,Black,Manual,4,5,Diesel,2016,7400,46417,154,2018-07-02,Un Sold,,5585,,,Agent D,2,0,Excellent
58dff367-005e-489f-b623-7bdf9103d31e,Distributor A,Location X,Model Z,Manufacturer C,Truck,White,Automatic,5,4,Petrol,2018,7600,68169,101,2017-10-17,Un Sold,,6895,,,Agent C,1,0,Excellent
418709d2-a8c6-4870-b7ca-ba515af9fcd6,Distributor C,Location Y,Model X,Manufacturer A,Truck,Black,Automatic,5,4,Diesel,2024,7100,27309,105,2021-05-16,Un Sold,,6555,,,Agent A,2,0,Good
1d37dde7-715c-4422-a35a-df5bdd1fc2d7,Distributor A,Location Z,Model Z,Manufacturer B,Truck,Black,Automatic,2,4,Petrol,2019,7500,71573,101,2023-10-22,Un Sold,,6207,,,Agent B,2,0,Average
ac72e1d0-3761-4f90-8a7b-be2eef486718,Distributor B,Location Z,Model Z,Manufacturer C,Truck,Red,Manual,5,2,Petrol,2021,7300,54446,299,2024-11-17,Sold,2024-12-27,5798,5804,0.10348395998620215,Agent E,2,0.012,Good
581538d4-ff6d-4a07-bd13-80e8c5693172,Distributor B,Location Y,Model Y,Manufacturer A,Truck,White,Manual,4,5,Electric,2021,8800,31043,94,2020-06-18,Un Sold,,7655,,,Agent D,4,0,Excellent
b8a66b7d-daab-4123-b2a1-fdbecd7639d8,Distributor B,Location X,Model Z,Manufacturer A,Truck,White,Automatic,5,5,Petrol,2019,7500,52860,94,2022-12-03,Un Sold,,6353,,,Agent B,3,0,Excellent
713a1b2e-ee06-410d-ad0e-b16b725bef7b,Distributor A,Location Y,Model Z,Manufacturer B,Convertible,Blue,Automatic,5,4,Petrol,2022,8700,977663,105,2023-08-16,Un Sold,,7687,,,Agent A,2,0,Excellent
48fbf103-d88e-4e87-94d9-854f31b8489a,Distributor C,Location Y,Model X,Manufacturer A,Truck,Red,Automatic,4,5,Electric,2015,9400,47266,99,2016-11-13,Un Sold,,8404,,,Agent B,2,0,Excellent
89324f0e-5268-4fcb-ac26-c04934693975,Distributor B,Location W,Model Y,Manufacturer C,Hatchback,Blue,Manual,4,5,Electric,2017,8200,771651,108,2024-07-25,Sold,2024-10-19,6317,6308,-0.14247269273389265,Agent A,4,0,Excellent
b7e082b0-837b-4c10-babc-5b3eaa65090d,Distributor B,Location Y,Model Z,Manufacturer B,Convertible,Blue,Manual,4,5,Hybrid,2022,9700,53869,103,2022-07-13,Sold,2023-12-10,8467,8468,0.011810558639423645,Agent E,5,0.002,Average
7d256fae-fef4-4962-af9e-138e308f5b31,Distributor C,Location Z,Model Y,Manufacturer A,Truck,Gray,Automatic,7,4,Petrol,2019,7500,2225,100,2015-09-19,Un Sold,,5994,,,Agent D,1,0,Average
98cb76d7-b5ab-4f19-a790-219c27f9f7bd,Distributor D,Location Z,Model X,Manufacturer A,Truck,Red,Automatic,5,2,Hybrid,2020,8400,8723,92,2019-11-23,Un Sold,,6635,,,Agent A,1,0,Average
7ce5dd4e-d067-4342-9117-3e0d291cf652,Distributor C,Location X,Model Y,Manufacturer C,Truck,Gray,Manual,5,4,Hybrid,2021,8300,31001,108,2022-06-11,Un Sold,,7699,,,Agent A,3,0,Excellent
5b71122d-7b4e-4a9e-a0ce-cbc38f10fbad,Distributor A,Location X,Model Z,Manufacturer B,Truck,Gray,Manual,2,2,Hybrid,2015,8900,14624,108,2021-09-24,Un Sold,,7299,,,Agent E,5,0,Excellent
bef1b683-3320-4bcc-911c-da5894cd970d,Distributor D,Location W,Model Y,Manufacturer C,Truck,Black,Manual,7,4,Diesel,2020,7500,16803,98,2023-02-05,Un Sold,,6490,,,Agent E,4,0,Good
e7befd97-3647-43d1-bd79-95e8bb620d99,Distributor C,Location W,Model Y,Manufacturer B,Hatchback,Gray,Automatic,5,4,Hybrid,2016,7800,14101,103,2018-12-31,Un Sold,,7231,,,Agent A,2,0,Excellent
3957b0c5-9556-4960-9a7c-bdb72a198e57,Distributor C,Location Z,Model Y,Manufacturer B,Convertible,Red,Manual,5,2,Hybrid,2024,9500,27396,109,2016-02-20,Un Sold,,8605,,,Agent B,1,0,Average
0d753d7b-2d88-4b3b-947a-d04c34866299,Distributor A,Location X,Model Z,Manufacturer B,Truck,Red,Manual,5,4,Diesel,2022,7300,581083,93,2018-11-16,Un Sold,,6282,,,Agent C,2,0,Average
a682887c-e14c-48af-91b8-96399e2ca857,Distributor D,Location X,Model X,Manufacturer C,Truck,White,Automatic,7,4,Electric,2022,8700,35065,92,2021-12-05,Un Sold,,7428,,,Agent C,1,0,Average
83424846-69de-4508-a0cf-e7ee5ddcbb3e,Distributor B,Location W,Model X,Manufacturer B,Truck,White,Automatic,5,4,Electric,2015,9400,70840,108,2018-09-14,Un Sold,,7924,,,Agent E,4,0,Good
f62490f5-0a1b-4f81-aa35-7696638230d3,Distributor C,Location Y,Model X,Manufacturer A,Convertible,Red,Automatic,5,4,Electric,2017,10700,4467,100,2024-05-31,Un Sold,,9271,,,Agent D,3,0,Good
9f42869d-bf10-4668-b3ce-50e5c7e986ba,Distributor B,Location W,Model Y,Manufacturer C,Hatchback,Gray,Automatic,5,2,Petrol,2017,6700,3727,96,2018-11-27,Un Sold,,5769,,,Agent E,1,0,Excellent
76104cf6-2db5-4496-9ebe-918526beba51,Distributor B,Location Y,Model Z,Manufacturer A,Truck,White,Automatic,2,4,Electric,2021,8800,68239,306,2024-06-24,Un Sold,,7146,,,Agent A,3,0,Excellent
1a959a36-139f-42a7-8e07-7dc428767884,Distributor D,Location W,Model Z,Manufacturer C,Sedan,Gray,Manual,4,4,Hybrid,2019,8000,28490,173,2017-02-27,Un Sold,,7144,,,Agent D,4,0,Excellent
ef206b9e-48f7-4d3f-9d77-435432ba1c96,Distributor C,Location X,Model Z,Manufacturer C,Truck,Red,Manual,5,4,Diesel,2016,7900,64916,102,2024-04-13,Un Sold,,6336,,,Agent C,4,0,Good
93e34d1e-1084-435f-9559-7ba763e06dba,Distributor D,Location Z,Model Z,Manufacturer C,Truck,Red,Manual,5,4,Hybrid,2020,8400,902272,100,2023-05-27,Un Sold,,7384,,,Agent D,2,0,Poor
3afab577-6855-4dc5-b68f-a380d6057071,Distributor C,Location Y,Model Y,Manufacturer A,Hatchback,Red,Automatic,4,4,Electric,2019,8000,25953,98,2015-08-22,Un Sold,,6722,,,Agent B,2,0,Average
3d16627e-3275-4450-a25c-c9d66ffc597f,Distributor B,Location X,Model X,Manufacturer A,Sedan,Black,Automatic,4,2,Electric,2016,8800,29146,101,2020-09-01,Sold,2020-08-08,7133,7122,-0.15421281368288237,Agent C,5,0,Poor
91d7f4d6-8114-4dfe-b0d6-9d4b73942804,Distributor B,Location Z,Model Y,Manufacturer B,Truck,Gray,Manual,5,2,Electric,2020,8900,28888,291,2016-08-07,Un Sold,,6936,,,Agent D,5,0,Good
88c3bdbb-0674-478d-8f35-9cbff190098e,Distributor D,Location Z,Model X,Manufacturer C,Truck,Red,Automatic,2,4,Petrol,2022,7200,43904,95,2024-10-25,Un Sold,,6599,,,Agent A,3,0,Excellent
d803e8cd-9cfa-4be3-9331-6e442b971959,Distributor B,Location W,Model Y,Manufacturer B,Sedan,Blue,Automatic,2,4,Hybrid,2018,8100,20568,92,2018-12-16,Un Sold,,6954,,,Agent D,3,0,Excellent
4c3945ce-a0ef-43c4-8d19-a24929970242,Distributor D,Location Z,Model X,Manufacturer C,SUV,Black,Automatic,4,4,Diesel,2015,8500,7167,98,2017-10-25,Sold,2018-02-11,7539,7543,0.05305743467303355,Agent C,2,0.008,Average
7096cc39-440a-4e3c-a36d-25ade7a690bc,Distributor C,Location X,Model X,Manufacturer B,Sedan,Blue,Manual,5,5,Hybrid,2020,7900,50361,103,2024-03-17,Un Sold,,6540,,,Agent D,3,0,Average
3c850de1-980f-4b0b-8fb9-ca0b417a7b32,Distributor D,Location Y,Model Z,Manufacturer C,Hatchback,Red,Manual,4,5,Diesel,2022,6300,47688,110,2023-12-09,Un Sold,,5772,,,Agent A,1,0,Good
796be80f-d170-48c7-bf0e-11bf4a29d9a6,Distributor C,Location W,Model X,Manufacturer B,Truck,White,Automatic,4,5,Petrol,2022,7200,18473,104,2015-03-05,Un Sold,,5647,,,Agent A,1,0,Excellent
8477baf8-772f-4a88-aa86-24bee2326a48,Distributor D,Location X,Model Z,Manufacturer A,Truck,Blue,Automatic,7,4,Electric,2018,9100,95358,200,2018-10-01,Un Sold,,7906,,,Agent B,2,0,Average
664c0f29-9ca6-4a70-bc63-276f973bb2ee,Distributor D,Location Y,Model Z,Manufacturer C,Truck,White,Automatic,5,4,Electric,2017,9200,58172,100,2016-05-26,Sold,2023-02-16,8152,8153,0.01226692836113837,Agent A,1,0.002,Good
410286b6-243b-4c6d-b5a0-467a0d780c32,Distributor A,Location Z,Model Y,Manufacturer A,Truck,Black,Manual,4,4,Petrol,2016,7800,41579,177,2016-03-08,Un Sold,,7091,,,Agent C,1,0,Excellent
bb60c6a5-07f8-45dc-b3dd-66c835adad59,Distributor C,Location X,Model Z,Manufacturer A,Truck,White,Manual,5,4,Petrol,2017,7700,445590,95,2021-05-20,Un Sold,,6183,,,Agent B,4,0,Excellent
8c83ab5b-2196-42ff-bdf1-9194a41d5938,Distributor D,Location Z,Model Z,Manufacturer B,Truck,Black,Manual,5,4,Diesel,2018,7700,46651,102,2021-09-01,Un Sold,,7073,,,Agent D,2,0,Excellent
eb4c6616-38c0-4d4d-a80b-355b2bacf739,Distributor A,Location X,Model Y,Manufacturer B,Truck,Black,Manual,5,4,Electric,2018,9100,41223,102,2018-07-05,Sold,2018-08-26,7655,7653,-0.02612671456564337,Agent C,4,0,Excellent
3d9e25c2-9e65-4822-9408-a7c017d00891,Distributor C,Location Y,Model Y,Manufacturer A,SUV,Black,Manual,4,4,Petrol,2022,7700,30936,108,2017-04-22,Un Sold,,6105,,,Agent E,1,0,Good
3757697f-2c8a-4d07-be5d-93838a6eae9a,Distributor A,Location Y,Model Y,Manufacturer B,Hatchback,White,Automatic,5,4,Diesel,2018,6700,586788,109,2018-05-22,Un Sold,,5182,,,Agent A,5,0,Average
f8c427f4-88ba-45c4-81ad-cdab93c36ce5,Distributor C,Location Z,Model Y,Manufacturer C,Truck,Black,Automatic,5,2,Petrol,2018,7600,45796,318,2016-08-28,Un Sold,,5939,,,Agent D,4,0,Excellent
