ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price,Mileage,Engine Power,Purchased Date,Car Sale Status,Sold Date,Purchased Price,Sold Price,Margin,Sales Agent Name,Sales Rating,Sales Commission,Feedback
V71014,APE,North Carolina,Etriga,Maruti,Hatchback,Blue,Manual,5,2,Petrol,2015,6900,70585,107,2018-05-21,Un Sold,,5902,,,Agent B,2,0,Good
HZ9LLB,Ahg,Tucson,Etriga,Maruti,Hatchback,Red,Manual,4,4,Diesel,2016,6900,297709,91,2020-12-17,Un Sold,,5708,,,Agent A,2,0,Good
62F0IF,Carmix,Columbus,Kags,Renault,SUV,Black,Manual,4,4,Electric,2021,9300,60872,115,2018-11-06,Un Sold,,8219,,,Agent D,2,0,Excellent
40WSZL,Olx,Oklahoma,i20,Hyundai,Hatchback,Red,Manual,2,5,Diesel,2021,6400,26840,101,2021-07-14,Un Sold,,4585,,,Agent E,4,0,Good
KLIW3Q,Marchi,Denver,Yodha,Tata,Truck,Black,Automatic,2,4,Hybrid,2020,8400,17574,107,2021-02-08,Un Sold,,7837,,,Agent D,4,0,Good
75RJ1D,Carro,Tennessee,Kags,Renault,SUV,Blue,Automatic,5,4,Petrol,2021,7800,66189,93,2016-03-14,Un Sold,,6382,,,Agent D,2,0,Good
R5EGLD,Carmix,New York,Etriga,Maruti,Hatchback,Black,Manual,2,4,Hybrid,2019,7500,68842,96,2016-11-15,Un Sold,,6910,,,Agent D,4,0,Good
TCR45E,Knox,Philadelphia,Swift,Maruti,Sedan,Black,Automatic,4,2,Diesel,2020,7000,66180,94,2020-07-16,Un Sold,,5904,,,Agent E,3,0,Good
K58FYA,Trivett,Tucson,Hilux,Toyota,Truck,Red,Manual,2,2,Electric,2019,9000,66479,212,2018-03-18,Un Sold,,7684,,,Agent D,3,0,Average
RHAM38,Nufor,Philadelphia,i20,Hyundai,Hatchback,White,Automatic,2,4,Diesel,2021,6400,288896,104,2019-09-15,Un Sold,,4635,,,Agent C,2,0,Average
PZYBMC,Sobri,San Jose,Dzire,Maruti,Sedan,Blue,Manual,5,4,Hybrid,2020,7900,574343,146,2015-12-25,Un Sold,,6559,,,Agent B,3,0,Excellent
SDEALP,Trust,San Jose,Dzire,Maruti,Sedan,Gray,Automatic,4,5,Petrol,2016,7300,37288,95,2021-04-08,Un Sold,,5916,,,Agent D,4,0,Good
KP8F82,Nufor,Tennessee,Etriga,Maruti,Hatchback,Blue,Manual,5,5,Petrol,2017,6700,878968,110,2023-07-10,Sold,2023-10-15,5485,5487,0.03646308113035552,Agent A,5,0.004,Excellent
UAGQ4E,Knox,Tennessee,Swift,Maruti,Sedan,Red,Manual,5,5,Electric,2015,8900,35496,191,2019-11-13,Un Sold,,6928,,,Agent C,4,0,Excellent
WVN0SH,Carsome,Denver,Thar,Mahindra,SUV,Red,Manual,4,4,Electric,2021,9300,72087,110,2023-11-12,Sold,2024-03-23,8223,8234,0.13377112975799585,Agent D,5,0.022,Average
IRJ4E5,Carmix,Utah,Scorpio,Mahindra,SUV,Blue,Manual,4,4,Hybrid,2021,8800,68187,104,2018-08-07,Un Sold,,8214,,,Agent E,4,0,Good
KSOGCW,Zupps,New York,Seltos,Kia,Hatchback,White,Automatic,4,2,Hybrid,2024,7000,31339,96,2017-08-09,Un Sold,,5831,,,Agent C,4,0,Excellent
XQJE2D,Carsome,Madison,i20,Hyundai,Hatchback,Red,Automatic,5,4,Diesel,2017,6800,320060,94,2017-07-26,Un Sold,,5815,,,Agent A,2,0,Good
DYYZOG,Carousell,New York,Thar,Mahindra,SUV,Blue,Automatic,5,4,Petrol,2024,7500,376446,90,2023-08-26,Sold,2024-02-14,6689,6683,-0.08969950665271341,Agent B,2,0,Good
67BLSV,Marchi,Denver,Kags,Renault,SUV,Black,Manual,5,4,Electric,2024,9000,26470,97,2016-07-31,Un Sold,,7942,,,Agent E,3,0,Excellent
DSAVZB,Trivett,Denver,Hilux,Toyota,Truck,Black,Manual,5,4,Diesel,2019,7600,20222,102,2023-09-03,Un Sold,,6575,,,Agent C,4,0,Good
H87ERO,Carro,Texas,Fortuner,Toyota,SUV,Gray,Manual,4,5,Hybrid,2022,8700,29465,98,2024-03-02,Un Sold,,7678,,,Agent D,2,0,Average
LSQWQY,Trivett,California,Thar,Mahindra,SUV,Red,Automatic,4,5,Diesel,2021,7900,57767,103,2018-06-13,Un Sold,,6550,,,Agent C,5,0,Good
9OX2JJ,Olx,Chicago,Kags,Renault,SUV,White,Manual,5,2,Hybrid,2019,9000,69080,90,2024-12-29,Un Sold,,7609,,,Agent D,5,0,Excellent
FVEOG5,Ahg,Philadelphia,Creta,Hyundai,Hatchback,Blue,Automatic,7,4,Hybrid,2020,7400,187774,323,2024-01-29,Un Sold,,6791,,,Agent E,1,0,Excellent
OFQJPZ,Sobri,Florida,Dzire,Maruti,Sedan,Black,Manual,4,4,Electric,2017,8700,20212,100,2020-09-17,Un Sold,,7110,,,Agent D,4,0,Excellent
9MD5DK,Carmix,North Carolina,Kags,Renault,SUV,Black,Manual,4,4,Diesel,2016,8400,981112,98,2022-02-01,Un Sold,,6910,,,Agent D,4,0,Excellent
MVR6QT,Trust,Denver,Yodha,Tata,Truck,White,Manual,5,2,Electric,2023,8600,905398,94,2022-03-05,Un Sold,,7328,,,Agent A,2,0,Good
8WLQEL,Olx,North Carolina,i20,Hyundai,Hatchback,Gray,Manual,5,4,Diesel,2022,6300,262015,95,2024-07-02,Un Sold,,5625,,,Agent B,1,0,Excellent
TLTV31,Sobri,Tucson,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Petrol,2023,6100,56717,103,2024-12-27,Un Sold,,4875,,,Agent C,1,0,Good
Y5DCG3,Marchi,Oklahoma,Etriga,Maruti,Hatchback,White,Manual,4,4,Diesel,2017,6800,30061,97,2023-11-21,Un Sold,,6292,,,Agent D,2,0,Excellent
P0BCZD,Trivett,Madison,Fortuner,Toyota,SUV,White,Manual,4,5,Hybrid,2022,8700,9035,341,2023-04-12,Un Sold,,7048,,,Agent D,4,0,Excellent
ZG32U8,Automart,Philadelphia,Scorpio,Mahindra,SUV,Red,Automatic,4,4,Petrol,2023,7600,30528,98,2017-01-14,Sold,2018-11-03,5883,5888,0.08499065102838688,Agent B,2,0.01,Poor
1MXE7J,Motor,California,Creta,Hyundai,Hatchback,Gray,Automatic,4,4,Electric,2023,7600,191471,100,2015-09-06,Un Sold,,6310,,,Agent C,4,0,Good
HEO1ZD,Ahg,New York,Dzire,Maruti,Sedan,Red,Manual,7,4,Petrol,2022,6700,60695,96,2023-10-01,Sold,2024-12-15,5895,5908,0.22052586938083124,Agent C,3,0.026000000000000002,Good
M6376C,Zupps,Tucson,Yodha,Tata,Truck,Black,Automatic,4,4,Diesel,2018,7700,23333,96,2022-07-22,Un Sold,,6618,,,Agent B,5,0,Good
23AU20,Automart,Columbus,Dzire,Maruti,Sedan,Black,Manual,5,4,Diesel,2023,6700,909762,96,2015-03-17,Sold,2019-10-18,5379,5376,-0.055772448410485224,Agent E,5,0,Excellent
YPNW6D,Oto,Detroit,Creta,Hyundai,Hatchback,Blue,Manual,4,4,Petrol,2020,6400,48025,108,2019-09-07,Un Sold,,5297,,,Agent C,5,0,Excellent
OL8WK4,Kamkar,Florida,Etriga,Maruti,Hatchback,Red,Automatic,5,4,Diesel,2023,6200,67669,234,2015-01-03,Un Sold,,4736,,,Agent E,2,0,Good
517UZ1,Marchi,Chicago,Fortuner,Toyota,SUV,Black,Manual,4,4,Hybrid,2020,8900,32988,99,2021-03-23,Un Sold,,6948,,,Agent A,2,0,Good
T2B1E1,Carmix,Philadelphia,Thar,Mahindra,SUV,Black,Manual,4,4,Petrol,2016,8300,563021,167,2022-12-29,Un Sold,,6951,,,Agent B,2,0,Good
XO2LO3,Oto,Detroit,Scorpio,Mahindra,SUV,White,Automatic,5,4,Petrol,2024,7500,54770,93,2024-03-20,Un Sold,,6110,,,Agent C,2,0,Excellent
8AMDNL,Skipper,Oklahoma,Thar,Mahindra,SUV,Red,Automatic,7,4,Hybrid,2015,9400,19627,110,2019-01-28,Un Sold,,8034,,,Agent A,3,0,Excellent
PPDTAN,Trust,Portland,Etriga,Maruti,Hatchback,Gray,Manual,7,2,Petrol,2022,6200,5683,105,2019-10-20,Un Sold,,4268,,,Agent C,4,0,Average
5GPWPZ,Carro,San Jose,Scorpio,Mahindra,SUV,Black,Manual,7,4,Electric,2018,9600,535565,109,2015-12-07,Sold,2023-07-17,8679,8678,-0.011522064754003919,Agent C,2,0,Good
JMA9IA,Knox,Tucson,Etriga,Maruti,Hatchback,Black,Manual,4,2,Petrol,2020,6400,42557,101,2023-11-12,Sold,2023-03-29,5633,5630,-0.05325758920646192,Agent C,5,0,Excellent
KPBVTF,Kamkar,San Jose,Dzire,Maruti,Sedan,Blue,Manual,7,4,Diesel,2021,6900,69696,110,2020-04-13,Un Sold,,5892,,,Agent B,5,0,Good
CSPN0G,Trivett,Chicago,Swift,Maruti,Sedan,Black,Manual,4,4,Petrol,2022,6700,516359,252,2018-02-16,Un Sold,,5946,,,Agent C,1,0,Excellent
GV10BG,Automart,California,Scorpio,Mahindra,SUV,Red,Manual,4,5,Electric,2016,9800,65364,95,2022-02-19,Un Sold,,9247,,,Agent C,5,0,Excellent
2GWF40,Zupps,North Carolina,Kags,Renault,SUV,White,Manual,7,4,Electric,2022,9200,7768,91,2020-02-07,Un Sold,,7428,,,Agent C,5,0,Average
L6EYVD,Zupps,Texas,i20,Hyundai,Hatchback,Red,Automatic,4,2,Electric,2024,7500,1206,106,2019-10-15,Un Sold,,6867,,,Agent C,3,0,Excellent
IRT630,Skipper,North Carolina,Dzire,Maruti,Sedan,White,Automatic,4,4,Diesel,2019,7100,9179,108,2023-08-29,Sold,2024-09-22,5942,5929,-0.21878155503197577,Agent C,1,0,Excellent
DBK75V,Trivett,Tennessee,Yodha,Tata,Truck,Black,Manual,5,2,Petrol,2021,7300,53437,96,2022-06-23,Un Sold,,5731,,,Agent C,2,0,Average
X671GC,Carousell,Philadelphia,Scorpio,Mahindra,SUV,Gray,Manual,5,4,Hybrid,2022,8700,73467,110,2024-06-07,Un Sold,,7867,,,Agent B,1,0,Average
XOIUKE,Carmudi,San Jose,Scorpio,Mahindra,SUV,White,Manual,4,4,Petrol,2015,8400,1305,95,2021-06-08,Un Sold,,6723,,,Agent E,3,0,Good
1332DX,Sobri,Tennessee,Hilux,Toyota,Truck,Black,Manual,5,4,Diesel,2016,7900,65836,98,2018-10-11,Un Sold,,6062,,,Agent B,3,0,Excellent
8BF0S0,Nufor,Denver,Hilux,Toyota,Truck,Blue,Manual,4,4,Electric,2024,8500,12558,109,2021-12-07,Un Sold,,6760,,,Agent E,5,0,Excellent
8V23C7,Carousell,Chicago,Creta,Hyundai,Hatchback,Blue,Manual,5,4,Diesel,2017,6800,24015,104,2018-11-07,Sold,2024-08-15,6262,6254,-0.12775471095496646,Agent C,5,0,Good
GBMWNV,Carousell,Denver,Swift,Maruti,Sedan,Gray,Automatic,4,5,Petrol,2016,7300,492229,103,2020-10-02,Un Sold,,5786,,,Agent E,4,0,Excellent
3IW3C1,Carsome,San Jose,Fortuner,Toyota,SUV,Blue,Automatic,4,4,Electric,2022,9200,19855,97,2016-02-15,Sold,2019-09-13,8365,8357,-0.09563658099222953,Agent D,5,0,Poor
KQGQO5,Motor,California,Thar,Mahindra,SUV,Black,Automatic,4,4,Electric,2018,9600,35658,221,2022-06-10,Un Sold,,8090,,,Agent D,4,0,Average
ZATGHO,Skipper,Tucson,Dzire,Maruti,Sedan,White,Automatic,5,4,Petrol,2017,7200,467649,95,2019-09-25,Un Sold,,5208,,,Agent E,1,0,Average
VYNNV1,Trust,San Jose,Swift,Maruti,Sedan,Red,Automatic,4,4,Hybrid,2017,8200,10583,98,2020-12-21,Un Sold,,6692,,,Agent A,2,0,Excellent
JJSSCE,Knox,North Carolina,Hilux,Toyota,Truck,Black,Manual,5,4,Diesel,2017,7800,64291,93,2015-12-24,Un Sold,,7079,,,Agent B,3,0,Good
Z2F8TL,Carmix,Columbus,Creta,Hyundai,Hatchback,White,Automatic,4,5,Electric,2015,8400,890959,97,2023-04-12,Un Sold,,6799,,,Agent C,4,0,Good
AA2G8M,Carro,Florida,Fortuner,Toyota,SUV,Black,Automatic,4,4,Electric,2020,9400,75099,222,2024-04-22,Un Sold,,8817,,,Agent E,2,0,Average
SZBTWW,Kamkar,California,Scorpio,Mahindra,SUV,White,Automatic,5,4,Diesel,2017,8300,73986,105,2021-04-06,Un Sold,,6453,,,Agent C,3,0,Average
7H5FBG,Marchi,Texas,Kags,Renault,SUV,White,Automatic,5,4,Diesel,2018,8200,627083,96,2018-10-28,Un Sold,,6541,,,Agent E,1,0,Average
NSLT3X,Nufor,Chicago,Dzire,Maruti,Sedan,Blue,Manual,4,4,Electric,2019,8500,74378,107,2024-04-13,Un Sold,,7554,,,Agent C,2,0,Excellent
53AF4G,Zupps,Oklahoma,Dzire,Maruti,Sedan,Gray,Automatic,4,4,Hybrid,2023,7600,40596,100,2023-07-13,Un Sold,,5643,,,Agent E,3,0,Excellent
GK5SOD,Automart,Chicago,Creta,Hyundai,Hatchback,Black,Automatic,4,2,Diesel,2023,6200,42415,92,2015-02-25,Un Sold,,5676,,,Agent A,2,0,Excellent
TSFCWX,Marchi,Utah,Seltos,Kia,Hatchback,Gray,Automatic,4,4,Electric,2024,7500,55616,280,2016-05-13,Un Sold,,6417,,,Agent E,4,0,Good
0H7N6Y,Ahg,Chicago,Seltos,Kia,Hatchback,Black,Manual,4,5,Petrol,2015,6900,48562,100,2024-04-14,Un Sold,,5086,,,Agent C,5,0,Average
435864,Zupps,Philadelphia,Thar,Mahindra,SUV,Black,Manual,5,5,Electric,2023,9100,26116,96,2015-12-02,Un Sold,,8098,,,Agent B,2,0,Excellent
7TJ76B,Skipper,San Jose,Thar,Mahindra,SUV,Black,Manual,4,4,Hybrid,2017,9200,25741,102,2017-04-11,Sold,2020-12-04,7976,7973,-0.037612838515546636,Agent B,4,0,Good
TKX8WA,Carmix,Detroit,Hilux,Toyota,Truck,Blue,Manual,5,5,Hybrid,2016,8800,56913,98,2023-01-03,Un Sold,,7840,,,Agent A,4,0,Excellent
T113UV,Trust,Denver,i20,Hyundai,Hatchback,Gray,Manual,2,4,Electric,2020,7900,33617,95,2018-06-27,Sold,2024-05-21,7019,7006,-0.1852115685995156,Agent A,4,0,Good
JKLGWO,Marchi,New York,Fortuner,Toyota,SUV,Blue,Automatic,5,5,Electric,2023,9100,4252,94,2015-11-12,Sold,2021-01-24,8552,8545,-0.08185219831618336,Agent C,1,0,Poor
RQTH3T,APE,California,Fortuner,Toyota,SUV,White,Automatic,4,4,Hybrid,2016,9300,49033,101,2017-03-05,Un Sold,,8033,,,Agent D,1,0,Average
2XXCWH,Trust,Tennessee,Fortuner,Toyota,SUV,Black,Automatic,4,4,Diesel,2023,7700,30071,99,2024-02-04,Un Sold,,7127,,,Agent A,1,0,Poor
768DSW,Marchi,Oklahoma,i20,Hyundai,Hatchback,Gray,Automatic,5,4,Diesel,2019,6600,761244,109,2017-03-18,Un Sold,,6006,,,Agent E,2,0,Poor
2RFT7E,Zupps,Philadelphia,Fortuner,Toyota,SUV,Gray,Automatic,5,2,Diesel,2016,8400,61937,91,2020-02-14,Un Sold,,6584,,,Agent D,5,0,Good
M8FJEL,Trivett,Florida,Etriga,Maruti,Hatchback,Red,Manual,5,5,Hybrid,2017,7700,46799,91,2021-02-16,Un Sold,,5949,,,Agent A,4,0,Excellent
5ADNGA,Skipper,Texas,i20,Hyundai,Hatchback,Blue,Automatic,5,2,Hybrid,2016,7800,35849,93,2016-02-24,Un Sold,,6242,,,Agent D,4,0,Good
4RFVEK,Zupps,Philadelphia,Swift,Maruti,Sedan,Black,Manual,4,4,Hybrid,2016,8300,923033,293,2018-07-25,Un Sold,,6539,,,Agent E,5,0,Excellent
FEMN2G,Knox,North Carolina,Yodha,Tata,Truck,Blue,Manual,5,4,Electric,2024,8500,605764,98,2022-05-06,Un Sold,,7204,,,Agent B,2,0,Good
CON0W3,Carro,Madison,Swift,Maruti,Sedan,White,Manual,5,2,Petrol,2016,7300,42145,95,2023-04-17,Un Sold,,6438,,,Agent B,3,0,Average
10YKPE,Trust,Texas,Plato,Prazo,Convertible,Black,Automatic,2,2,Hybrid,2019,10000,48571,95,2018-04-23,Un Sold,,8518,,,Agent E,5,0,Excellent
L28KJX,Skipper,Madison,Hilux,Toyota,Truck,Red,Manual,2,4,Electric,2024,8500,25170,107,2015-05-28,Sold,2022-06-17,7494,7482,-0.16012810248198558,Agent D,4,0,Excellent
BS5EQ1,Automart,North Carolina,Yodha,Tata,Truck,Red,Automatic,4,4,Petrol,2018,7600,49673,91,2023-11-09,Un Sold,,6376,,,Agent B,1,0,Excellent
J8PGBP,Carousell,North Carolina,Creta,Hyundai,Hatchback,White,Manual,5,2,Petrol,2016,6800,38895,107,2017-09-12,Un Sold,,5445,,,Agent A,4,0,Average
9R6Y4X,Kamkar,San Jose,Yodha,Tata,Truck,Black,Automatic,5,5,Hybrid,2015,8900,61131,95,2015-02-15,Sold,2019-03-12,7376,7365,-0.14913232104121474,Agent C,5,0,Good
STDIQ9,Carsome,Utah,Thar,Mahindra,SUV,Red,Automatic,4,5,Electric,2021,9300,10611,102,2016-03-11,Un Sold,,7796,,,Agent C,3,0,Average
3GMNNF,Skipper,Tennessee,i20,Hyundai,Hatchback,Black,Automatic,4,2,Electric,2021,7800,37788,138,2016-03-16,Un Sold,,6616,,,Agent B,2,0,Excellent
BXYCGD,Kamkar,Texas,i20,Hyundai,Hatchback,White,Automatic,5,4,Petrol,2019,6500,47164,103,2022-04-17,Un Sold,,5313,,,Agent D,3,0,Good
KDA23A,Marchi,San Jose,Fortuner,Toyota,SUV,Black,Automatic,5,2,Diesel,2024,7600,50482,108,2024-03-06,Sold,2024-05-20,5660,5658,-0.0353356890459364,Agent E,2,0,Average
HCXXFW,Kamkar,North Carolina,Fortuner,Toyota,SUV,Black,Manual,4,5,Electric,2016,9800,36119,255,2015-07-10,Un Sold,,9101,,,Agent C,5,0,Average
59G6C2,Oto,New York,Thar,Mahindra,SUV,Gray,Manual,4,4,Electric,2022,9200,41379,93,2022-05-30,Un Sold,,7279,,,Agent C,5,0,Excellent
U5FR5J,Carro,Florida,Swift,Maruti,Sedan,Blue,Automatic,7,2,Diesel,2016,7400,74267,100,2015-12-27,Un Sold,,6427,,,Agent E,3,0,Average
HCSP61,Ahg,Florida,Dzire,Maruti,Sedan,Black,Manual,4,4,Petrol,2024,6500,35844,107,2024-06-11,Un Sold,,5878,,,Agent A,4,0,Poor
F8B5FJ,Automart,Madison,Hilux,Toyota,Truck,Red,Automatic,2,4,Electric,2015,9400,6032,96,2021-07-25,Un Sold,,8661,,,Agent E,1,0,Excellent
FA52TL,Ahg,Portland,Hilux,Toyota,Truck,Black,Manual,4,5,Electric,2015,9400,19165,106,2017-12-07,Un Sold,,8553,,,Agent C,4,0,Good
1PV2RS,Marchi,North Carolina,i20,Hyundai,Hatchback,Gray,Manual,4,5,Hybrid,2018,7600,29077,164,2023-10-29,Un Sold,,5879,,,Agent A,4,0,Good
SSJUZ4,Skipper,Madison,i20,Hyundai,Hatchback,Blue,Automatic,5,2,Hybrid,2015,7900,71865,97,2024-11-08,Un Sold,,7243,,,Agent C,2,0,Excellent
4I0PZK,Carousell,Texas,Thar,Mahindra,SUV,Blue,Manual,5,4,Petrol,2023,7600,31936,272,2021-10-10,Un Sold,,6543,,,Agent D,3,0,Excellent
1Z2J4L,Nufor,Detroit,Creta,Hyundai,Hatchback,Black,Manual,4,5,Electric,2015,8400,14312,92,2015-03-17,Un Sold,,6881,,,Agent E,4,0,Excellent
JO7EOF,Olx,Portland,i20,Hyundai,Hatchback,Blue,Manual,2,4,Electric,2023,7600,8565,91,2023-07-27,Un Sold,,5636,,,Agent A,2,0,Average
MSSQNY,Carro,Detroit,Kags,Renault,SUV,Blue,Automatic,5,5,Electric,2024,9000,52556,99,2015-07-09,Un Sold,,8414,,,Agent E,4,0,Excellent
D0SDBP,Nufor,Oklahoma,i20,Hyundai,Hatchback,Blue,Automatic,5,4,Petrol,2018,6600,15898,97,2017-08-22,Un Sold,,4950,,,Agent E,5,0,Excellent
8V3RC9,Carsome,Florida,Thar,Mahindra,SUV,Gray,Automatic,2,5,Petrol,2023,7600,9515,97,2018-05-22,Un Sold,,5940,,,Agent C,2,0,Excellent
W1AQEU,Carmudi,Portland,Plato,Prazo,Convertible,Gray,Automatic,4,2,Hybrid,2017,10200,49263,94,2016-12-31,Un Sold,,8830,,,Agent D,3,0,Poor
ADFVD7,Sobri,Chicago,Fortuner,Toyota,SUV,Red,Automatic,4,4,Hybrid,2015,9400,12047,274,2024-09-11,Un Sold,,8483,,,Agent C,5,0,Good
LFS1JJ,Skipper,Chicago,Etriga,Maruti,Hatchback,White,Manual,5,4,Diesel,2024,6100,41034,102,2016-03-03,Un Sold,,5234,,,Agent E,4,0,Excellent
NHVTTC,Carsome,Tucson,Creta,Hyundai,Hatchback,Gray,Manual,2,4,Petrol,2023,6100,298471,97,2016-01-13,Sold,2018-03-07,5570,5582,0.21543985637342908,Agent C,3,0.024,Good
673OLW,Trust,Portland,Hilux,Toyota,Truck,Gray,Manual,7,2,Electric,2016,9300,29889,103,2019-03-28,Un Sold,,8615,,,Agent B,1,0,Average
9KV60B,Ahg,Columbus,Plato,Prazo,Convertible,Black,Automatic,4,5,Hybrid,2016,10300,48496,108,2022-10-03,Un Sold,,9182,,,Agent C,4,0,Excellent
SBES6T,Zupps,Portland,Yodha,Tata,Truck,Red,Automatic,4,2,Diesel,2020,7500,16904,91,2024-03-06,Un Sold,,6978,,,Agent B,5,0,Excellent
Q3JE76,Cars24,Portland,i20,Hyundai,Hatchback,Red,Manual,5,5,Hybrid,2020,7400,74296,109,2022-08-12,Un Sold,,5922,,,Agent B,3,0,Excellent
0PT1GX,Olx,Philadelphia,Kags,Renault,SUV,Gray,Manual,4,4,Hybrid,2015,9400,61163,97,2018-12-25,Sold,2020-02-22,7471,7464,-0.09369562307589345,Agent B,3,0,Good
KCOCOC,Knox,Denver,Hilux,Toyota,Truck,Gray,Manual,5,5,Diesel,2018,7700,42445,98,2016-12-18,Un Sold,,6316,,,Agent C,4,0,Average
ICE2ND,Ahg,Tucson,i20,Hyundai,Hatchback,Blue,Manual,4,5,Petrol,2022,6200,31545,91,2020-01-22,Un Sold,,4437,,,Agent B,5,0,Average
EZPTTQ,Marchi,San Jose,Hilux,Toyota,Truck,Red,Manual,5,5,Electric,2020,8900,218205,99,2021-05-17,Un Sold,,6996,,,Agent B,2,0,Average
UZ7UWW,Knox,Tucson,Yodha,Tata,Truck,Blue,Automatic,4,5,Petrol,2018,7600,316919,107,2023-01-12,Sold,2023-04-02,5639,5651,0.212803688597269,Agent D,1,0.024,Excellent
1RIE1H,Ahg,Denver,i20,Hyundai,Hatchback,White,Manual,5,5,Diesel,2019,6600,12563,92,2017-11-30,Sold,2019-05-17,5972,5972,0.0,Agent C,2,0,Average
FKHDQC,Nufor,Florida,Kags,Renault,SUV,Black,Manual,5,4,Petrol,2023,7600,50790,240,2019-06-07,Un Sold,,6370,,,Agent E,5,0,Poor
BK2UFG,Oto,North Carolina,Hilux,Toyota,Truck,Gray,Manual,7,4,Electric,2016,9300,31234,101,2016-10-09,Sold,2019-09-07,8357,8351,-0.07179609907861673,Agent B,1,0,Good
ZYFR8R,Trivett,Tucson,Swift,Maruti,Sedan,Red,Manual,4,4,Petrol,2016,7300,14042,97,2017-03-08,Un Sold,,6287,,,Agent E,2,0,Excellent
8J4QB0,Carro,Denver,Thar,Mahindra,SUV,Blue,Manual,4,4,Diesel,2023,7700,35681,99,2017-05-23,Sold,2019-01-15,6015,6023,0.13300083125519535,Agent C,3,0.016,Excellent
RU6AIP,Automart,New York,Kags,Renault,SUV,Gray,Manual,4,5,Petrol,2020,7900,9182,178,2021-12-22,Un Sold,,6915,,,Agent A,4,0,Excellent
DZO050,Carro,Denver,Kags,Renault,SUV,Red,Manual,5,2,Petrol,2021,7800,57530,103,2022-07-15,Sold,2022-11-07,6961,6955,-0.086194512282718,Agent B,4,0,Excellent
2C8TRW,Nufor,New York,Etriga,Maruti,Hatchback,White,Automatic,5,4,Hybrid,2017,7700,22105,114,2020-09-02,Un Sold,,5721,,,Agent C,3,0,Poor
CQK4DL,Knox,Madison,Yodha,Tata,Truck,Gray,Manual,4,4,Hybrid,2018,8600,27043,96,2015-06-13,Un Sold,,7208,,,Agent C,4,0,Average
5ZQVBY,Olx,Columbus,Fortuner,Toyota,SUV,Blue,Automatic,5,4,Electric,2021,9300,47567,108,2023-02-11,Un Sold,,8557,,,Agent A,3,0,Good
TTHVG4,Ahg,Detroit,Fortuner,Toyota,SUV,Gray,Automatic,5,5,Diesel,2016,8400,29953,93,2016-03-12,Sold,2016-08-04,7274,7264,-0.13747594171020072,Agent E,2,0,Average
9MRQJK,Cars24,Philadelphia,Creta,Hyundai,Hatchback,Blue,Manual,7,4,Diesel,2023,6200,63802,104,2020-03-13,Un Sold,,5521,,,Agent D,2,0,Excellent
VGKO9A,Carsome,Chicago,Hilux,Toyota,Truck,Black,Manual,4,4,Electric,2017,9200,64091,156,2016-06-04,Un Sold,,8417,,,Agent C,5,0,Good
XME43D,Nufor,Florida,Creta,Hyundai,Hatchback,Blue,Manual,4,4,Petrol,2023,6100,42965,108,2024-04-21,Un Sold,,4701,,,Agent C,1,0,Good
AVKA5G,Carsome,Detroit,i20,Hyundai,Hatchback,Red,Automatic,4,2,Electric,2018,8100,45998,310,2022-06-21,Un Sold,,6206,,,Agent E,1,0,Average
HWU24G,Oto,Texas,Plato,Prazo,Convertible,Black,Automatic,5,2,Hybrid,2021,9800,16459,158,2023-07-06,Un Sold,,9123,,,Agent A,5,0,Excellent
WTGV74,Olx,Tennessee,Plato,Prazo,Convertible,Blue,Manual,4,2,Diesel,2023,8700,381543,93,2023-07-09,Un Sold,,7042,,,Agent B,4,0,Excellent
H6GQUL,Trivett,Florida,Etriga,Maruti,Hatchback,Red,Automatic,5,4,Electric,2017,8200,364306,273,2021-12-21,Sold,2023-08-08,6520,6528,0.1226993865030675,Agent B,5,0.016,Good
YI6096,Carmudi,Chicago,Dzire,Maruti,Sedan,White,Manual,5,5,Hybrid,2016,8300,39083,93,2016-03-01,Un Sold,,7248,,,Agent C,2,0,Excellent
7LYPRH,Marchi,Denver,Etriga,Maruti,Hatchback,Red,Automatic,4,4,Petrol,2020,6400,10664,111,2022-08-15,Un Sold,,4740,,,Agent B,4,0,Poor
8NOTSB,Trivett,Tucson,Scorpio,Mahindra,SUV,Gray,Manual,5,5,Petrol,2023,7600,66831,91,2021-01-16,Un Sold,,7083,,,Agent D,5,0,Poor
VG1NAN,Cars24,Denver,i20,Hyundai,Hatchback,Gray,Manual,5,4,Diesel,2020,6500,62767,220,2022-12-08,Un Sold,,5382,,,Agent A,2,0,Excellent
W2X0SX,Automart,Chicago,Creta,Hyundai,Hatchback,Black,Manual,5,4,Petrol,2020,6400,732005,101,2015-02-12,Un Sold,,4903,,,Agent B,4,0,Poor
UAIRXM,Trust,Denver,i20,Hyundai,Hatchback,Black,Manual,4,4,Electric,2015,8400,60127,110,2021-11-17,Un Sold,,7319,,,Agent E,5,0,Good
Z7VSJ3,Oto,San Jose,Plato,Prazo,Convertible,Black,Automatic,5,4,Diesel,2017,9300,42879,146,2018-07-03,Un Sold,,8737,,,Agent C,5,0,Excellent
